,myear,fuel,km,owner,transmission,brand,model,variant,price,city
5189,2015,Petrol,"32,000 kms",First Owner,Manual,Hyundai EON D Lite Plus,Hyundai EON D Lite Plus,NaN,2.9 Lakh*,Chennai
5190,2010,Petrol,"81,137 kms",First Owner,Manual,Maruti Wagon R VXI,Maruti Wagon R VXI,NaN,2.6 Lakh*,Chennai
5191,2012,Diesel,"1,17,500 kms",First Owner,Manual,Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,NaN,6.5 Lakh*,Chennai
5192,2017,Petrol,"77,000 kms",First Owner,Automatic,Honda City i-VTEC CVT VX,Honda City i-VTEC CVT VX,NaN,8.7 Lakh*,Chennai
5193,2017,Petrol,"88,000 kms",First Owner,Manual,Volkswagen Vento 1.6 Highline,Volkswagen Vento 1.6 Highline,NaN,8 Lakh*,Chennai
5194,2007,Petrol,"65,000 kms",First Owner,Manual,Honda City 2017-2020 GXi,Honda City 2017-2020 GXi,NaN,2.5 Lakh*,Chennai
5195,2015,Diesel,"62,000 kms",First Owner,Manual,Nissan Terrano XV 110 PS,Nissan Terrano XV 110 PS,NaN,6.4 Lakh*,Chennai
5196,2012,Petrol,"73,004 kms",First Owner,Automatic,Hyundai i10 Sportz 1.2 AT,Hyundai i10 Sportz 1.2 AT,NaN,3.45 Lakh*,Chennai
5197,2010,Petrol,"64,571 kms",Second Owner,Manual,Maruti Ritz VXI,Maruti Ritz VXI,NaN,2.75 Lakh*,Chennai
5198,2018,Diesel,"43,000 kms",First Owner,Manual,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,NaN,9.3 Lakh*,Chennai
5199,2010,Diesel,"90,077 kms",First Owner,Manual,Tata Indica Vista Aura 1.3 Quadrajet,Tata Indica Vista Aura 1.3 Quadrajet,NaN,2.4 Lakh*,Chennai
5200,2011,Petrol,"66,664 kms",First Owner,Manual,Maruti Alto K10 VXI,Maruti Alto K10 VXI,NaN,2.2 Lakh*,Chennai
5201,2010,Diesel,"90,077 kms",First Owner,Manual,Tata Indica Vista Aura 1.3 Quadrajet,Tata Indica Vista Aura 1.3 Quadrajet,NaN,2.4 Lakh*,Chennai
5202,2020,Diesel,"9,308 kms",First Owner,Manual,Ford EcoSport Sports Diesel,Ford EcoSport Sports Diesel,NaN,12.6 Lakh*,Chennai
5203,2020,Diesel,"12,100 kms",First Owner,Manual,Ford EcoSport Titanium Diesel,Ford EcoSport Titanium Diesel,NaN,9 Lakh*,Chennai
5204,2011,Diesel,"76,500 kms",Second Owner,Manual,Fiat Grande Punto 1.3 Dynamic (Diesel),Fiat Grande Punto 1.3 Dynamic (Diesel),NaN,2.45 Lakh*,Chennai
5205,2010,Petrol,"84,000 kms",First Owner,Manual,Honda Civic 1.8 V MT Inspire,Honda Civic 1.8 V MT Inspire,NaN,4.5 Lakh*,Chennai
5206,2014,Diesel,"97,350 kms",First Owner,Manual,Mitsubishi Pajero Sport 4X4,Mitsubishi Pajero Sport 4X4,NaN,13.25 Lakh*,Chennai
5207,2015,Diesel,"73,000 kms",First Owner,Manual,Renault Duster 110PS Diesel RxL,Renault Duster 110PS Diesel RxL,NaN,6.25 Lakh*,Chennai
5208,2016,Diesel,"45,000 kms",First Owner,Automatic,Land Rover Discovery Sport TD4 HSE 7S,Land Rover Discovery Sport TD4 HSE 7S,NaN,36 Lakh*,Chennai
5209,2017,Petrol,"26,421 kms",Second Owner,Manual,Maruti Swift Dzire Tour LXI,Maruti Swift Dzire Tour LXI,NaN,5.3 Lakh*,Chennai
5210,2017,Diesel,"73,000 kms",First Owner,Manual,Hyundai i20 1.4 Sportz,Hyundai i20 1.4 Sportz,NaN,6.85 Lakh*,Chennai
5211,2014,Petrol,"88,251 kms",Second Owner,Manual,Honda City i VTEC SV,Honda City i VTEC SV,NaN,5.25 Lakh*,Chennai
5212,2006,Petrol,"71,558 kms",First Owner,Manual,Toyota Corolla H2,Toyota Corolla H2,NaN,2.4 Lakh*,Chennai
5213,2010,Petrol,"53,450 kms",Second Owner,Manual,Chevrolet Beat LT,Chevrolet Beat LT,NaN,1.98 Lakh*,Chennai
5214,2008,Diesel,"79,000 kms",First Owner,Automatic,BMW 5 Series 530d,BMW 5 Series 530d,NaN,9.5 Lakh*,Chennai
5215,2010,Petrol,"79,020 kms",Second Owner,Automatic,Maruti SX4 ZXI AT,Maruti SX4 ZXI AT,NaN,2.95 Lakh*,Chennai
5216,2011,Diesel,"1,05,500 kms",First Owner,Manual,Hyundai Santa Fe 4X2,Hyundai Santa Fe 4X2,NaN,4.49 Lakh*,Chennai
5217,2012,Petrol,"22,000 kms",Second Owner,Automatic,Hyundai i10 Sportz AT,Hyundai i10 Sportz AT,NaN,3.5 Lakh*,Chennai
5218,2019,Petrol,"15,332 kms",First Owner,Manual,Renault KWID RXL,Renault KWID RXL,NaN,4.2 Lakh*,Chennai
5219,2012,Petrol,"41,770 kms",First Owner,Manual,Tata Nano Lx,Tata Nano Lx,NaN,1.1 Lakh*,Chennai
5220,2005,Petrol,"80,481 kms",First Owner,Manual,Maruti Alto LXi,Maruti Alto LXi,NaN,1.4 Lakh*,Chennai
5221,2010,Petrol,"65,000 kms",First Owner,Manual,Maruti Ritz VXi (ABS) BS IV,Maruti Ritz VXi (ABS) BS IV,NaN,2.85 Lakh*,Chennai
5222,2008,Petrol,"1,21,317 kms",Second Owner,Manual,Maruti Alto LXi,Maruti Alto LXi,NaN,1.65 Lakh*,Chennai
5223,2012,Diesel,"88,011 kms",First Owner,Manual,Maruti Ertiga LDI,Maruti Ertiga LDI,NaN,5.3 Lakh*,Chennai
5224,2015,Diesel,"142,944 kms",First Owner,Automatic,Skoda Superb Elegance 2.0 TDI CR AT,Skoda Superb Elegance 2.0 TDI CR AT,NaN,5.5 Lakh*,Chennai
5225,2016,Petrol,"53,000 kms",First Owner,Manual,Maruti Alto K10 LXI,Maruti Alto K10 LXI,NaN,3 Lakh*,Chennai
5226,2012,Diesel,"98,447 kms",First Owner,Manual,Ford Fiesta 1.4 Duratorq ZXI,Ford Fiesta 1.4 Duratorq ZXI,NaN,2.7 Lakh*,Chennai
5227,2020,Petrol,"4,786 kms",First Owner,Automatic,Honda Amaze 2016-2021 VX CVT Petrol,Honda Amaze 2016-2021 VX CVT Petrol,NaN,9.73 Lakh*,Chennai
5228,2014,Petrol,"1,04,176 kms",First Owner,Manual,Honda City V MT AVN,Honda City V MT AVN,NaN,5.5 Lakh*,Chennai
5229,2011,Petrol,"75,735 kms",First Owner,Manual,Chevrolet Beat LS,Chevrolet Beat LS,NaN,2 Lakh*,Chennai
5230,2010,Diesel,"83,851 kms",First Owner,Manual,Ford Figo 1.5D Titanium MT,Ford Figo 1.5D Titanium MT,NaN,2.5 Lakh*,Chennai
5231,2015,Diesel,"64,000 kms",First Owner,Automatic,Volkswagen Vento 1.5 TDI Comfortline AT,Volkswagen Vento 1.5 TDI Comfortline AT,NaN,7.25 Lakh*,Chennai
5232,2016,Petrol,"23,726 kms",First Owner,Manual,Hyundai i20 2015-2017 Asta Option 1.2,Hyundai i20 2015-2017 Asta Option 1.2,NaN,6.4 Lakh*,Chennai
5233,2012,Petrol,"1,11,080 kms",First Owner,Manual,Maruti Eeco 5 Seater AC BSIV,Maruti Eeco 5 Seater AC BSIV,NaN,2.5 Lakh*,Chennai
5234,2014,Petrol,"54,529 kms",Second Owner,Automatic,Nissan Micra CVT XV,Nissan Micra CVT XV,NaN,3.4 Lakh*,Chennai
5235,2011,Petrol,"43,000 kms",First Owner,Manual,Maruti Alto K10 2010-2014 VXI,Maruti Alto K10 2010-2014 VXI,NaN,2.35 Lakh*,Chennai
5236,2014,Petrol,"39,000 kms",Second Owner,Manual,Hyundai EON 1.0 Era Plus,Hyundai EON 1.0 Era Plus,NaN,2.8 Lakh*,Chennai
5237,2017,Petrol,"16,000 kms",First Owner,Manual,Maruti Swift Dzire ZXI 1.2,Maruti Swift Dzire ZXI 1.2,NaN,6.75 Lakh*,Chennai
5238,2020,Diesel,"14,000 kms",First Owner,Manual,Mahindra Marazzo M8,Mahindra Marazzo M8,NaN,15 Lakh*,Chennai
5239,2018,Diesel,"48,000 kms",First Owner,Manual,Volkswagen Polo 2015-2019 1.5 TDI Highline,Volkswagen Polo 2015-2019 1.5 TDI Highline,NaN,7.25 Lakh*,Chennai
5240,2011,Diesel,"80,000 kms",First Owner,Manual,Ford Figo Diesel Titanium,Ford Figo Diesel Titanium,NaN,3.15 Lakh*,Chennai
5241,2016,Diesel,"50,000 kms",First Owner,Manual,Maruti Ritz VDi,Maruti Ritz VDi,NaN,4.25 Lakh*,Chennai
5242,2007,Petrol,"65,000 kms",Second Owner,Manual,Maruti Wagon R LXI,Maruti Wagon R LXI,NaN,1.75 Lakh*,Chennai
5243,2017,Diesel,"1,20,000 kms",First Owner,Automatic,Toyota Innova Crysta 2016-2020 2.4 GX AT,Toyota Innova Crysta 2016-2020 2.4 GX AT,NaN,17.5 Lakh*,Chennai
5244,2010,Petrol,"58,000 kms",Second Owner,Manual,Maruti Estilo LXI,Maruti Estilo LXI,NaN,2.4 Lakh*,Chennai
5245,2009,Diesel,"1,78,000 kms",First Owner,Manual,Toyota Innova 2.5 V Diesel 7-seater,Toyota Innova 2.5 V Diesel 7-seater,NaN,7.85 Lakh*,Chennai
5246,2011,Petrol,"81,000 kms",Second Owner,Manual,Hyundai i10 Magna,Hyundai i10 Magna,NaN,2.75 Lakh*,Chennai
5247,2018,Petrol,"9,649 kms",First Owner,Automatic,Ford EcoSport 1.5 Petrol Titanium Plus AT,Ford EcoSport 1.5 Petrol Titanium Plus AT,NaN,9.75 Lakh*,Chennai
5248,2015,Diesel,"24,000 kms",First Owner,Automatic,BMW 3 Series GT 320d Luxury Line,BMW 3 Series GT 320d Luxury Line,NaN,30 Lakh*,Chennai
5249,2016,Diesel,"54,000 kms",Second Owner,Automatic,BMW 7 Series 730Ld DPE Signature,BMW 7 Series 730Ld DPE Signature,NaN,56.5 Lakh*,Chennai
5250,2015,Diesel,"1,70,000 kms",First Owner,Manual,Ford Endeavour 2.5L 4X2 MT,Ford Endeavour 2.5L 4X2 MT,NaN,9 Lakh*,Chennai
5251,2017,Petrol,"28,000 kms",First Owner,Automatic,Volkswagen Polo 2015-2019 GT TSI,Volkswagen Polo 2015-2019 GT TSI,NaN,8.15 Lakh*,Chennai
5252,2009,Petrol,"62,208 kms",Second Owner,Manual,Hyundai Getz 1.3 GVS,Hyundai Getz 1.3 GVS,NaN,1.75 Lakh*,Chennai
5253,2017,Diesel,"69,750 kms",First Owner,Manual,Ford Aspire Trend Diesel BSIV,Ford Aspire Trend Diesel BSIV,NaN,5 Lakh*,Chennai
5254,2013,Diesel,"75,000 kms",Second Owner,Manual,Ford Fiesta Titanium 1.5 TDCi,Ford Fiesta Titanium 1.5 TDCi,NaN,3.75 Lakh*,Chennai
5255,2018,Petrol,"43,467 kms",First Owner,Manual,Maruti Celerio VXI Optional,Maruti Celerio VXI Optional,NaN,4.4 Lakh*,Chennai
5256,2009,Petrol,"65,000 kms",Second Owner,Automatic,Mercedes-Benz E-Class Elegance 230,Mercedes-Benz E-Class Elegance 230,NaN,9.7 Lakh*,Chennai
5257,2017,Petrol,"46,717 kms",First Owner,Manual,Datsun RediGO T,Datsun RediGO T,NaN,2.6 Lakh*,Chennai
5258,2008,Petrol,"25,500 kms",First Owner,Manual,Maruti Swift Dzire VXi,Maruti Swift Dzire VXi,NaN,3.25 Lakh*,Chennai
5259,2017,Diesel,"72,500 kms",First Owner,Manual,Volkswagen Ameo 1.5 TDI Highline,Volkswagen Ameo 1.5 TDI Highline,NaN,6.3 Lakh*,Chennai
5260,2015,Diesel,"30,000 kms",Second Owner,Automatic,BMW 3 Series 320d Luxury Line,BMW 3 Series 320d Luxury Line,NaN,23 Lakh*,Chennai
5261,2013,Diesel,"50,000 kms",Second Owner,Automatic,BMW 3 Series 320d Luxury Line,BMW 3 Series 320d Luxury Line,NaN,16 Lakh*,Chennai
5262,2015,Diesel,"89,999 kms",First Owner,Manual,Skoda Rapid 1.5 TDI Ambition,Skoda Rapid 1.5 TDI Ambition,NaN,6.3 Lakh*,Chennai
5263,2009,Petrol,"75,375 kms",Second Owner,Manual,Hyundai i10 Sportz 1.2,Hyundai i10 Sportz 1.2,NaN,2 Lakh*,Chennai
5264,2019,Petrol,"10,000 kms",First Owner,Manual,Hyundai Grand i10 Sportz,Hyundai Grand i10 Sportz,NaN,5.9 Lakh*,Chennai
5265,2016,Petrol,"23,870 kms",First Owner,Manual,Honda Jazz 1.2 VX i VTEC,Honda Jazz 1.2 VX i VTEC,NaN,6 Lakh*,Chennai
5266,2012,Petrol,"73,006 kms",First Owner,Manual,Maruti A Star Vxi,Maruti A Star Vxi,NaN,2.75 Lakh*,Chennai
5267,2016,Diesel,"68,000 kms",First Owner,Manual,Honda City i DTEC SV,Honda City i DTEC SV,NaN,8.15 Lakh*,Chennai
5268,2017,Diesel,"1,00,200 kms",First Owner,Manual,Ford EcoSport 1.5 TDCi Titanium BSIV,Ford EcoSport 1.5 TDCi Titanium BSIV,NaN,6.9 Lakh*,Chennai
5269,2013,Diesel,"73,500 kms",First Owner,Manual,Ford Figo Diesel ZXI,Ford Figo Diesel ZXI,NaN,2.69 Lakh*,Chennai
5270,2013,Diesel,"80,000 kms",First Owner,Manual,Hyundai Verna 1.6 SX,Hyundai Verna 1.6 SX,NaN,5.5 Lakh*,Chennai
5271,2011,Petrol,"44,530 kms",Second Owner,Manual,Tata Nano Cx,Tata Nano Cx,NaN,"90,000*",Chennai
5272,2016,Petrol,"44,000 kms",First Owner,Automatic,Honda Jazz 1.2 V AT i VTEC Privilege,Honda Jazz 1.2 V AT i VTEC Privilege,NaN,6.9 Lakh*,Chennai
5273,2016,Petrol,"30,899 kms",First Owner,Manual,Maruti Alto K10 VXI,Maruti Alto K10 VXI,NaN,3.2 Lakh*,Chennai
5274,2018,Petrol,"13,151 kms",First Owner,Automatic,Ford EcoSport 1.5 Petrol Titanium Plus AT,Ford EcoSport 1.5 Petrol Titanium Plus AT,NaN,9.7 Lakh*,Chennai
5275,2013,Diesel,"1,23,400 kms",Second Owner,Automatic,Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai Verna 1.6 SX CRDI (O) AT,NaN,4 Lakh*,Chennai
5276,2014,Petrol,"35,002 kms",First Owner,Manual,Hyundai Xcent 1.2 Kappa SX,Hyundai Xcent 1.2 Kappa SX,NaN,4.4 Lakh*,Chennai
5277,2017,Petrol,"47,397 kms",First Owner,Manual,Honda Jazz 1.2 VX i VTEC,Honda Jazz 1.2 VX i VTEC,NaN,6.25 Lakh*,Chennai
5278,2018,Petrol,"43,803 kms",First Owner,Manual,Maruti Swift Dzire LXI 1.2,Maruti Swift Dzire LXI 1.2,NaN,6.2 Lakh*,Chennai
5279,2012,Diesel,"1,24,952 kms",First Owner,Manual,Volkswagen Polo Diesel Highline 1.2L,Volkswagen Polo Diesel Highline 1.2L,NaN,3.4 Lakh*,Chennai
5280,2020,Petrol,"3,611 kms",First Owner,Manual,Ford Aspire 1.2 Ti-VCT Titanium Plus,Ford Aspire 1.2 Ti-VCT Titanium Plus,NaN,7 Lakh*,Chennai
5281,2012,Diesel,"1,24,952 kms",First Owner,Manual,Volkswagen Polo Diesel Highline 1.2L,Volkswagen Polo Diesel Highline 1.2L,NaN,3.4 Lakh*,Chennai
5282,2016,Petrol,"43,277 kms",First Owner,Manual,Maruti Baleno Delta,Maruti Baleno Delta,NaN,5.45 Lakh*,Chennai
5283,2006,Petrol,"70,000 kms",Second Owner,Manual,Maruti Esteem Lxi - BSIII,Maruti Esteem Lxi - BSIII,NaN,1.7 Lakh*,Chennai
5284,2017,Petrol,"20,485 kms",First Owner,Manual,Maruti Swift Dzire VXI Optional,Maruti Swift Dzire VXI Optional,NaN,5.9 Lakh*,Chennai
5285,2015,Petrol,"38,602 kms",First Owner,Manual,Honda City 1.5 V MT Exclusive,Honda City 1.5 V MT Exclusive,NaN,6.95 Lakh*,Chennai
5286,2010,Petrol,"39,940 kms",Second Owner,Automatic,Honda Accord 2.3 VTi L AT,Honda Accord 2.3 VTi L AT,NaN,5.5 Lakh*,Chennai
5287,2018,Diesel,"39,000 kms",First Owner,Manual,Toyota Innova Crysta 2016-2020 2.4 VX MT,Toyota Innova Crysta 2016-2020 2.4 VX MT,NaN,19.85 Lakh*,Chennai
5288,2018,Petrol,"14,000 kms",First Owner,Manual,Maruti Baleno Zeta 1.2,Maruti Baleno Zeta 1.2,NaN,7 Lakh*,Chennai
5289,2010,Petrol,"55,000 kms",First Owner,Automatic,Hyundai i20 1.4 Asta (AT),Hyundai i20 1.4 Asta (AT),NaN,3.75 Lakh*,Chennai
5290,2014,Petrol,"65,000 kms",First Owner,Manual,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen Polo 1.2 MPI Comfortline,NaN,4.5 Lakh*,Chennai
5291,2017,Diesel,"58,000 kms",First Owner,Manual,Jeep Compass 2.0 Limited,Jeep Compass 2.0 Limited,NaN,14.5 Lakh*,Chennai
5292,2018,Diesel,"65,000 kms",First Owner,Automatic,Hyundai Verna CRDi 1.6 AT SX Option,Hyundai Verna CRDi 1.6 AT SX Option,NaN,10.25 Lakh*,Chennai
5293,2012,Diesel,"1,00,000 kms",First Owner,Automatic,Audi A6 2.0 TDI,Audi A6 2.0 TDI,NaN,16 Lakh*,Chennai
5294,2016,Diesel,"61,000 kms",Second Owner,Manual,Nissan Terrano XV 110 PS,Nissan Terrano XV 110 PS,NaN,6.5 Lakh*,Chennai
5295,2017,Petrol,"20,000 kms",First Owner,Automatic,Volkswagen Polo 2015-2019 GT TSI,Volkswagen Polo 2015-2019 GT TSI,NaN,8 Lakh*,Chennai
5296,2016,Petrol,"29,000 kms",First Owner,Manual,Nissan Terrano XL,Nissan Terrano XL,NaN,6.75 Lakh*,Chennai
5297,2017,Petrol,"39,000 kms",First Owner,Manual,Honda Brio 1.2 VX MT,Honda Brio 1.2 VX MT,NaN,5.25 Lakh*,Chennai
5298,2019,Diesel,"12,000 kms",First Owner,Automatic,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,NaN,25 Lakh*,Chennai
5299,2018,Petrol,"14,000 kms",First Owner,Manual,Maruti Baleno Zeta 1.2,Maruti Baleno Zeta 1.2,NaN,7.5 Lakh*,Chennai
5300,2018,Diesel,"27,000 kms",First Owner,Manual,Jeep Compass 2.0 Limited Option,Jeep Compass 2.0 Limited Option,NaN,16.75 Lakh*,Chennai
5301,2015,Petrol,"54,800 kms",First Owner,Manual,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,NaN,5.65 Lakh*,Chennai
5302,2018,Petrol,"24,000 kms",First Owner,Automatic,Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,NaN,9.45 Lakh*,Chennai
5303,2013,Petrol,"22,000 kms",First Owner,Automatic,Hyundai i10 Sportz AT,Hyundai i10 Sportz AT,NaN,3.75 Lakh*,Chennai
5304,2009,Diesel,"38,000 kms",Second Owner,Manual,Maruti Swift Dzire ZDi,Maruti Swift Dzire ZDi,NaN,4.5 Lakh*,Chennai
5305,2013,Diesel,"80,000 kms",First Owner,Manual,Skoda Rapid 1.6 TDI Ambition,Skoda Rapid 1.6 TDI Ambition,NaN,5.25 Lakh*,Chennai
5306,2017,Petrol,"58,000 kms",First Owner,Manual,Tata Tiago 1.2 Revotron XM,Tata Tiago 1.2 Revotron XM,NaN,4.25 Lakh*,Chennai
5307,2013,Petrol,"62,389 kms",Second Owner,Manual,Honda City S,Honda City S,NaN,4.3 Lakh*,Chennai
5308,2018,Diesel,"20,000 kms",First Owner,Automatic,BMW 3 Series 320d Luxury Line,BMW 3 Series 320d Luxury Line,NaN,34.5 Lakh*,Chennai
5309,2014,Petrol,"90,000 kms",First Owner,Manual,Honda City V MT,Honda City V MT,NaN,6.25 Lakh*,Chennai
5310,2010,Petrol,"1,45,959 kms",First Owner,Manual,Maruti Swift ZXI,Maruti Swift ZXI,NaN,2.6 Lakh*,Chennai
5311,2015,Petrol,"20,968 kms",Second Owner,Manual,Maruti Alto K10 VXI,Maruti Alto K10 VXI,NaN,3 Lakh*,Chennai
5312,2017,Diesel,"79,000 kms",First Owner,Automatic,Land Rover Range Rover Evoque 2.0 TD4 HSE,Land Rover Range Rover Evoque 2.0 TD4 HSE,NaN,35 Lakh*,Chennai
5313,2010,Diesel,"76,748 kms",Second Owner,Manual,Ford Figo Diesel ZXI,Ford Figo Diesel ZXI,NaN,2.2 Lakh*,Chennai
5314,2006,Petrol,"91,000 kms",First Owner,Manual,Maruti 800 AC BSIII,Maruti 800 AC BSIII,NaN,1.1 Lakh*,Chennai
5315,2017,Diesel,"91,146 kms",First Owner,Manual,Mahindra TUV 300 T10,Mahindra TUV 300 T10,NaN,7.4 Lakh*,Chennai
5316,2008,Petrol,"1,09,540 kms",First Owner,Manual,Hyundai i10 Magna 1.2,Hyundai i10 Magna 1.2,NaN,2.1 Lakh*,Chennai
5317,2010,Petrol,"69,811 kms",First Owner,Manual,Hyundai i10 Magna,Hyundai i10 Magna,NaN,2.35 Lakh*,Chennai
5318,2010,Diesel,"82,000 kms",First Owner,Manual,Hyundai i20 1.4 CRDi Magna,Hyundai i20 1.4 CRDi Magna,NaN,3.25 Lakh*,Chennai
5319,2014,Diesel,"1,56,000 kms",Second Owner,Automatic,Hyundai Santa Fe 4WD AT,Hyundai Santa Fe 4WD AT,NaN,11 Lakh*,Chennai
5320,2014,Diesel,"64,000 kms",Second Owner,Manual,Hyundai Xcent 1.1 CRDi SX,Hyundai Xcent 1.1 CRDi SX,NaN,4 Lakh*,Chennai
5321,2019,Petrol,"28,541 kms",First Owner,Manual,Renault KWID RXT,Renault KWID RXT,NaN,4.5 Lakh*,Chennai
5322,2013,Diesel,"79,000 kms",Second Owner,Manual,Volkswagen Polo 1.5 TDI Comfortline,Volkswagen Polo 1.5 TDI Comfortline,NaN,3.8 Lakh*,Chennai
5323,2008,Diesel,"1,02,000 kms",Second Owner,Manual,Maruti Swift Vdi BSIII,Maruti Swift Vdi BSIII,NaN,2.7 Lakh*,Chennai
5324,2012,Diesel,"1,00,200 kms",First Owner,Manual,Skoda Rapid 1.6 TDI Ambition Plus,Skoda Rapid 1.6 TDI Ambition Plus,NaN,3.69 Lakh*,Chennai
5325,2016,Petrol,"70,000 kms",Second Owner,Manual,Hyundai Grand i10 Sportz,Hyundai Grand i10 Sportz,NaN,4.26 Lakh*,Chennai
5326,2013,Diesel,"1,10,000 kms",First Owner,Manual,Renault Duster 110PS Diesel RxZ,Renault Duster 110PS Diesel RxZ,NaN,6.5 Lakh*,Chennai
5327,2013,Petrol,"1,20,000 kms",Second Owner,Manual,Chevrolet Beat LS,Chevrolet Beat LS,NaN,2.5 Lakh*,Chennai
5328,2011,Petrol,"60,000 kms",Second Owner,Manual,Hyundai i10 Sportz,Hyundai i10 Sportz,NaN,2.8 Lakh*,Chennai
5329,2000,Petrol,"70,000 kms",Third Owner,Manual,Maruti 800 DX 5 Speed,Maruti 800 DX 5 Speed,NaN,"94,000*",Chennai
5330,2015,Diesel,"1,35,000 kms",First Owner,Automatic,Volvo S60 D4 KINETIC,Volvo S60 D4 KINETIC,NaN,14 Lakh*,Chennai
5331,2016,Diesel,"80,000 kms",First Owner,Automatic,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,NaN,18 Lakh*,Chennai
5332,2018,Petrol,"15,000 kms",First Owner,Manual,Honda City i-VTEC V,Honda City i-VTEC V,NaN,9.5 Lakh*,Chennai
5333,2011,Petrol,"60,000 kms",Second Owner,Manual,Hyundai i10 Magna 1.2 iTech SE,Hyundai i10 Magna 1.2 iTech SE,NaN,2.55 Lakh*,Chennai
5334,2016,Petrol,"20,000 kms",First Owner,Manual,Hyundai i20 Sportz 1.2,Hyundai i20 Sportz 1.2,NaN,6.5 Lakh*,Chennai
5335,2018,Petrol,"20,000 kms",First Owner,Automatic,Maruti Swift AMT VXI,Maruti Swift AMT VXI,NaN,6.5 Lakh*,Chennai
5336,2008,Petrol,"73,953 kms",First Owner,Manual,Maruti Alto LXi,Maruti Alto LXi,NaN,1.7 Lakh*,Chennai
5337,2005,Diesel,"1,49,000 kms",Second Owner,Manual,Skoda Octavia Elegance 1.9 TDI,Skoda Octavia Elegance 1.9 TDI,NaN,2.5 Lakh*,Chennai
5338,2016,Petrol,"50,000 kms",First Owner,Manual,Maruti Ciaz ZXi,Maruti Ciaz ZXi,NaN,7 Lakh*,Chennai
5339,2015,Diesel,"2,04,000 kms",First Owner,Manual,Hyundai i20 Magna 1.4 CRDi,Hyundai i20 Magna 1.4 CRDi,NaN,4.5 Lakh*,Chennai
5340,2010,Petrol,"30,000 kms",First Owner,Manual,Hyundai i10 Era,Hyundai i10 Era,NaN,3 Lakh*,Chennai
5341,2011,Petrol,"42,000 kms",Second Owner,Manual,Hyundai i10 Sportz,Hyundai i10 Sportz,NaN,2.6 Lakh*,Chennai
5342,2008,Petrol,"1,44,000 kms",First Owner,Automatic,BMW 7 Series 740Li,BMW 7 Series 740Li,NaN,12 Lakh*,Chennai
5343,2008,Petrol,"40,000 kms",Second Owner,Automatic,Honda New Accord 2008-2011 2.4 Elegance A/T,Honda New Accord 2008-2011 2.4 Elegance A/T,NaN,6 Lakh*,Chennai
5344,2012,Diesel,"1,20,000 kms",First Owner,Manual,Nissan Sunny Diesel XV,Nissan Sunny Diesel XV,NaN,4 Lakh*,Chennai
5345,2018,Petrol,"22,418 kms",First Owner,Automatic,Maruti Celerio X AMT VXI BSIV,Maruti Celerio X AMT VXI BSIV,NaN,4.75 Lakh*,Chennai
5346,2003,Diesel,"50,000 kms",Second Owner,Manual,Mahindra Bolero DI,Mahindra Bolero DI,NaN,2.2 Lakh*,Chennai
5347,2012,Diesel,"1,10,000 kms",Second Owner,Automatic,Toyota Fortuner 4x2 4 Speed AT,Toyota Fortuner 4x2 4 Speed AT,NaN,13.5 Lakh*,Chennai
5348,2010,Diesel,"65,000 kms",First Owner,Manual,Ford Figo Diesel EXI Option,Ford Figo Diesel EXI Option,NaN,2.75 Lakh*,Chennai
5349,2017,Petrol,"24,000 kms",First Owner,Manual,Datsun RediGO T Option,Datsun RediGO T Option,NaN,2.9 Lakh*,Chennai
5350,2014,Petrol,"21,000 kms",First Owner,Manual,Honda Amaze S i-Vtech,Honda Amaze S i-Vtech,NaN,4.6 Lakh*,Chennai
5351,2017,Diesel,"30,000 kms",First Owner,Automatic,Volkswagen Tiguan 2.0 TDI Highline,Volkswagen Tiguan 2.0 TDI Highline,NaN,22 Lakh*,Chennai
5352,2018,Petrol,"46,000 kms",First Owner,Manual,Maruti Celerio ZXI MT BSIV,Maruti Celerio ZXI MT BSIV,NaN,4.1 Lakh*,Chennai
5353,2012,Diesel,"90,000 kms",First Owner,Manual,Tata Aria Pure 4x2,Tata Aria Pure 4x2,NaN,6 Lakh*,Chennai
5354,2011,Petrol,"98,500 kms",First Owner,Manual,Ford Figo Petrol ZXI,Ford Figo Petrol ZXI,NaN,2 Lakh*,Chennai
5355,2020,Diesel,"8,000 kms",First Owner,Manual,Hyundai Creta SX Diesel,Hyundai Creta SX Diesel,NaN,17.25 Lakh*,Chennai
5356,2020,Petrol,"15,000 kms",First Owner,Automatic,Renault KWID 1.0 RXT AMT Opt,Renault KWID 1.0 RXT AMT Opt,NaN,4.99 Lakh*,Chennai
